Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Price_USD,Sales_Volume
5 series,2023,south america,red,petrol,manual,2.4,46751.0,5122
x1,2022,africa,blue,hybrid,automatic,2.2,41380.0,2118
m3,2023,north america,silver,hybrid,manual,4.7,35130.0,9240
i3,2014,south america,red,diesel,manual,3.9,74147.0,8800
i8,2015,europe,grey,electric,automatic,3.9,71187.0,3942
m3,2012,europe,red,electric,automatic,3.1,36190.0,6344
m3,2021,south america,grey,diesel,automatic,2.8,31385.0,634
5 series,2018,south america,blue,diesel,manual,3.4,48896.0,398
x6,2014,asia,black,electric,manual,1.9,111758.0,7978
x3,2017,europe,red,electric,automatic,3.1,112367.0,6565
x3,2022,south america,blue,diesel,automatic,3.1,42468.0,9374
i8,2010,north america,blue,hybrid,automatic,3.4,94124.0,2613
7 series,2023,south america,grey,diesel,manual,3.7,102861.0,5453
3 series,2014,middle east,grey,diesel,manual,4.9,76421.0,867
i8,2024,africa,white,petrol,manual,3.8,97980.0,6665
x6,2012,africa,black,hybrid,manual,4.6,53320.0,101
i8,2021,south america,grey,diesel,automatic,3.4,31016.0,4938
x1,2010,africa,red,electric,automatic,3.7,32634.0,5754
5 series,2013,africa,grey,petrol,manual,1.7,82139.0,1560
m5,2024,south america,blue,petrol,manual,2.0,35232.0,4545
i8,2022,middle east,black,hybrid,manual,3.5,117586.0,5532
m5,2014,africa,blue,petrol,automatic,2.9,90079.0,6074
3 series,2016,africa,silver,hybrid,manual,4.3,55483.0,9417
7 series,2010,south america,blue,hybrid,automatic,3.4,110072.0,3588
x3,2012,south america,red,diesel,automatic,4.6,46723.0,1251
x1,2011,asia,grey,electric,automatic,4.9,98433.0,9105
x5,2018,africa,silver,diesel,manual,2.0,52655.0,7876
x1,2019,asia,black,electric,manual,2.9,58531.0,7317
x6,2024,middle east,white,electric,manual,3.8,113647.0,1983
m5,2015,middle east,grey,petrol,automatic,2.6,112693.0,5817
5 series,2019,middle east,silver,petrol,automatic,2.4,100148.0,7231
m5,2012,asia,grey,hybrid,automatic,4.3,82901.0,222
i3,2017,europe,grey,diesel,automatic,4.9,67998.0,7313
i3,2023,middle east,black,electric,manual,4.2,41659.0,1786
7 series,2017,north america,black,hybrid,manual,3.3,43238.0,8514
x6,2011,south america,blue,petrol,manual,3.0,86385.0,9968
x5,2024,europe,blue,petrol,manual,3.4,113709.0,8047
i8,2015,south america,red,petrol,automatic,3.1,80754.0,5839
x3,2016,south america,red,hybrid,automatic,3.3,60361.0,1339
x3,2011,middle east,grey,hybrid,automatic,2.2,46517.0,9462
x3,2024,europe,red,electric,manual,4.7,119117.0,7270
i8,2020,north america,red,diesel,automatic,4.1,108815.0,2879
3 series,2019,south america,black,hybrid,manual,3.9,102968.0,2165
x6,2011,africa,white,diesel,manual,4.8,102034.0,4455
x5,2019,europe,blue,hybrid,manual,2.5,84856.0,2035
i3,2010,europe,red,petrol,automatic,1.8,46702.0,7510
3 series,2017,north america,red,electric,automatic,4.4,49819.0,9025
x1,2010,africa,black,diesel,automatic,5.0,33141.0,5113
x5,2018,europe,blue,petrol,manual,3.5,62226.0,7616
3 series,2020,south america,silver,diesel,automatic,1.7,117171.0,6688
3 series,2015,north america,white,hybrid,automatic,4.2,54989.0,9390
5 series,2016,north america,white,electric,manual,1.8,54748.0,3539
7 series,2022,asia,black,electric,manual,3.4,51785.0,7315
x3,2019,africa,black,hybrid,automatic,2.5,70265.0,9879
x6,2016,europe,black,petrol,manual,4.7,63605.0,8533
m3,2019,africa,white,hybrid,automatic,3.1,58185.0,335
i8,2012,middle east,red,electric,automatic,4.6,108406.0,993
i8,2011,north america,silver,diesel,automatic,2.5,38071.0,8143
7 series,2018,europe,silver,hybrid,manual,2.9,75628.0,8340
m3,2017,africa,silver,hybrid,manual,4.8,100693.0,6324
7 series,2022,north america,grey,electric,automatic,2.2,89453.0,7795
7 series,2021,africa,silver,diesel,manual,3.5,82064.0,9362
i8,2019,north america,white,petrol,automatic,2.9,96319.0,9080
7 series,2016,middle east,silver,hybrid,automatic,4.2,78386.0,1274
7 series,2018,africa,red,electric,automatic,2.0,77426.0,2167
x3,2013,africa,black,electric,automatic,3.0,119954.0,6751
7 series,2022,north america,grey,electric,automatic,3.9,64742.0,7762
m5,2013,africa,grey,hybrid,manual,2.9,93884.0,6440
7 series,2010,north america,white,petrol,manual,1.7,99698.0,992
x6,2017,africa,white,electric,automatic,4.0,82740.0,1329
i8,2023,africa,black,hybrid,automatic,3.3,52193.0,6006
x5,2023,north america,grey,diesel,automatic,1.5,36116.0,3195
3 series,2021,south america,silver,electric,manual,3.6,51226.0,2119
i3,2012,asia,black,petrol,automatic,4.7,114851.0,1342
x3,2016,south america,red,electric,automatic,1.9,105711.0,1100
x6,2024,europe,silver,hybrid,manual,3.6,36319.0,6496
x6,2021,africa,grey,petrol,automatic,4.1,32423.0,844
m3,2011,north america,red,electric,automatic,1.7,56835.0,6900
x6,2011,north america,white,electric,automatic,1.6,104447.0,6145
x5,2016,africa,grey,diesel,automatic,3.1,105070.0,4284
x5,2024,middle east,white,hybrid,automatic,4.3,75419.0,5961
x1,2015,asia,grey,diesel,automatic,2.1,84022.0,1194
i3,2012,asia,grey,electric,manual,4.4,87697.0,4050
x5,2018,middle east,red,electric,manual,3.8,75390.0,8038
x5,2019,middle east,red,hybrid,manual,2.7,93236.0,2693
x5,2024,africa,white,petrol,manual,3.3,72936.0,2487
m5,2023,south america,silver,diesel,manual,4.9,34553.0,6549
3 series,2022,asia,blue,electric,automatic,2.3,90267.0,6372
i8,2015,middle east,grey,electric,automatic,3.2,80247.0,9537
i3,2019,middle east,grey,diesel,manual,3.7,107396.0,9192
x5,2019,asia,red,electric,automatic,2.0,76124.0,4646
3 series,2015,north america,blue,electric,automatic,1.7,119970.0,5377
x3,2010,north america,red,electric,automatic,1.5,62008.0,7502
m5,2013,africa,blue,petrol,automatic,2.6,36902.0,7598
5 series,2019,africa,grey,diesel,manual,1.8,42650.0,1268
x1,2015,north america,silver,diesel,manual,4.3,103531.0,4441
5 series,2024,europe,red,electric,automatic,5.0,46019.0,8074
3 series,2015,europe,silver,electric,automatic,1.7,83776.0,3673
i8,2020,europe,red,diesel,manual,3.0,94038.0,5816
x6,2021,asia,red,hybrid,manual,1.6,36462.0,7133
x3,2014,europe,red,electric,automatic,2.0,64069.0,4747
x5,2010,north america,black,petrol,automatic,2.6,60636.0,2341
x6,2017,north america,silver,hybrid,manual,2.9,74150.0,4425
5 series,2014,africa,white,electric,automatic,4.8,110517.0,3292
x6,2021,asia,white,hybrid,automatic,2.9,45607.0,556
m5,2021,north america,black,electric,automatic,3.2,52081.0,3272
x3,2021,europe,silver,electric,automatic,2.4,116500.0,348
x5,2014,middle east,silver,hybrid,automatic,1.5,30135.0,9888
i3,2016,europe,silver,hybrid,manual,4.6,116918.0,2095
x1,2013,africa,grey,diesel,automatic,1.8,49663.0,7193
m3,2015,africa,black,hybrid,automatic,4.9,59889.0,8335
3 series,2022,africa,white,electric,manual,2.0,101189.0,8196
i8,2013,middle east,grey,diesel,automatic,3.6,92250.0,6734
m5,2023,europe,grey,hybrid,automatic,5.0,99296.0,5943
x5,2024,europe,black,electric,automatic,2.0,66166.0,5997
3 series,2012,south america,red,hybrid,automatic,3.0,92873.0,5227
m3,2016,south america,white,diesel,automatic,4.2,86673.0,9443
x3,2017,asia,silver,diesel,automatic,1.6,53093.0,6010
7 series,2013,middle east,red,petrol,manual,3.9,109866.0,9809
7 series,2022,africa,black,electric,manual,1.8,37051.0,8999
x1,2011,south america,blue,hybrid,manual,2.3,42968.0,8538
7 series,2021,europe,blue,diesel,manual,2.1,113426.0,2659
3 series,2019,south america,red,diesel,manual,4.7,103473.0,5921
7 series,2023,africa,red,diesel,automatic,2.1,60516.0,4821
x3,2012,middle east,white,hybrid,manual,1.6,58086.0,1733
x6,2010,middle east,black,petrol,automatic,3.6,68930.0,7739
i8,2017,north america,silver,petrol,automatic,2.7,41756.0,563
i3,2024,north america,black,diesel,manual,2.9,42697.0,8838
5 series,2012,africa,blue,electric,automatic,1.9,35004.0,2434
x6,2021,europe,white,hybrid,manual,4.1,85638.0,3739
x6,2019,middle east,blue,electric,automatic,3.6,94664.0,1678
i3,2016,north america,grey,petrol,manual,2.8,108265.0,9521
x6,2019,south america,red,electric,manual,2.1,73514.0,2768
x1,2014,middle east,black,petrol,manual,3.6,64990.0,2399
5 series,2019,middle east,blue,hybrid,automatic,4.2,108742.0,9219
i3,2014,south america,blue,petrol,manual,2.6,114354.0,7868
m5,2023,south america,black,hybrid,manual,1.6,73954.0,5084
i8,2016,middle east,white,electric,automatic,2.3,105341.0,3727
3 series,2024,africa,red,diesel,automatic,3.9,119038.0,7491
x3,2018,south america,red,petrol,automatic,5.0,91730.0,9606
m3,2021,africa,blue,petrol,automatic,1.5,109949.0,6188
3 series,2014,africa,blue,electric,automatic,2.6,60352.0,3348
5 series,2010,africa,grey,diesel,manual,1.7,96809.0,184
x3,2019,asia,grey,diesel,manual,2.6,36661.0,9954
x5,2019,north america,silver,electric,automatic,2.9,88937.0,3605
x3,2010,middle east,red,diesel,automatic,4.7,115843.0,5457
x3,2024,europe,black,diesel,manual,1.8,93151.0,4711
i3,2011,middle east,silver,electric,automatic,4.2,61625.0,3251
7 series,2023,north america,black,electric,automatic,2.9,97853.0,4886
7 series,2015,africa,white,electric,manual,4.3,42186.0,1241
x3,2018,africa,black,petrol,manual,3.3,88307.0,4847
3 series,2017,europe,black,diesel,automatic,1.6,79362.0,9762
x1,2022,north america,silver,diesel,manual,4.8,55139.0,2255
x3,2014,africa,red,diesel,automatic,1.8,41969.0,1244
x1,2010,europe,blue,petrol,automatic,3.6,59752.0,8657
m5,2022,middle east,blue,petrol,automatic,4.6,81354.0,784
m3,2016,north america,blue,hybrid,automatic,1.8,119134.0,6570
7 series,2024,asia,red,hybrid,automatic,3.4,113671.0,5644
7 series,2014,south america,red,hybrid,automatic,4.4,75481.0,4908
i8,2015,middle east,white,hybrid,automatic,5.0,103534.0,2717
i3,2022,south america,white,diesel,manual,4.0,35945.0,4643
m5,2016,north america,white,petrol,manual,2.5,45297.0,2447
x3,2012,middle east,silver,diesel,manual,3.9,83549.0,2331
x6,2021,africa,white,diesel,automatic,4.0,51230.0,9313
i8,2019,europe,red,electric,manual,3.9,107973.0,8455
5 series,2012,europe,black,electric,manual,4.5,106372.0,3803
i3,2014,asia,black,diesel,manual,1.8,100453.0,3316
m5,2015,south america,silver,petrol,automatic,1.9,92285.0,6560
3 series,2018,africa,red,electric,manual,3.7,95875.0,6984
x3,2022,europe,silver,hybrid,automatic,4.8,72593.0,4877
3 series,2023,asia,red,diesel,manual,3.1,101930.0,4570
m5,2021,asia,white,electric,manual,4.9,70403.0,7365
x5,2014,europe,grey,hybrid,manual,4.8,41296.0,7699
x1,2024,south america,silver,petrol,manual,4.7,76189.0,1131
i8,2010,europe,white,petrol,automatic,4.7,114137.0,923
x1,2023,africa,white,hybrid,automatic,4.6,94933.0,4533
m3,2023,africa,white,electric,manual,4.4,45975.0,2999
x3,2023,north america,blue,hybrid,automatic,3.9,89574.0,7612
x1,2013,middle east,silver,electric,automatic,1.6,101679.0,3344
5 series,2014,north america,grey,hybrid,automatic,2.0,32116.0,1782
m3,2021,africa,white,hybrid,manual,2.0,56208.0,8578
i3,2019,south america,white,electric,manual,1.6,110953.0,6928
5 series,2019,africa,white,electric,automatic,1.9,30432.0,2607
x5,2014,asia,white,diesel,automatic,4.7,47201.0,8051
x6,2016,middle east,red,petrol,automatic,3.8,74845.0,8291
i8,2013,asia,black,diesel,manual,2.6,60810.0,2862
m3,2010,south america,blue,petrol,automatic,4.3,54325.0,9996
m5,2023,middle east,grey,electric,automatic,3.2,90483.0,8800
x5,2023,africa,red,diesel,automatic,2.0,63767.0,1602
m3,2014,asia,grey,electric,automatic,4.6,88568.0,7632
x6,2016,south america,blue,diesel,manual,2.7,63342.0,3124
x1,2019,africa,grey,electric,automatic,3.9,67337.0,6335
3 series,2019,middle east,silver,electric,manual,2.5,54124.0,7781
i3,2015,south america,silver,electric,manual,3.3,54215.0,393
m3,2014,middle east,black,petrol,automatic,4.4,106337.0,5749
i8,2013,asia,white,electric,manual,2.0,113894.0,3656
m3,2011,africa,white,electric,automatic,4.9,95058.0,1840
i3,2013,asia,red,electric,automatic,1.7,95155.0,7603
5 series,2024,europe,grey,hybrid,automatic,3.4,62997.0,2680
x1,2019,africa,red,petrol,automatic,4.7,99809.0,4751
5 series,2019,asia,red,hybrid,manual,4.8,113545.0,2723
m5,2012,north america,grey,electric,automatic,2.3,35561.0,3859
m5,2019,europe,black,diesel,manual,2.0,67632.0,7227
m3,2010,africa,red,electric,manual,4.0,45507.0,1697
x3,2017,north america,black,hybrid,automatic,1.6,98338.0,2964
x5,2014,north america,red,petrol,manual,3.2,65146.0,7877
i3,2022,africa,red,hybrid,manual,4.3,39371.0,8106
x5,2013,south america,grey,petrol,manual,3.5,95650.0,3481
7 series,2017,north america,red,electric,automatic,2.2,95673.0,9015
x6,2016,middle east,silver,petrol,automatic,3.2,36529.0,4747
m3,2011,south america,black,electric,manual,4.7,37291.0,2791
i3,2010,europe,blue,hybrid,automatic,3.7,96374.0,8225
x5,2021,south america,grey,petrol,automatic,4.0,65453.0,7674
x6,2020,middle east,grey,petrol,automatic,2.7,40976.0,9924
x1,2013,middle east,white,electric,manual,2.2,96502.0,423
x1,2017,north america,red,diesel,automatic,2.4,77086.0,9589
i8,2021,europe,grey,electric,automatic,3.4,114472.0,2087
i8,2011,asia,white,hybrid,automatic,2.5,93444.0,6870
i3,2012,middle east,white,petrol,manual,3.4,47777.0,2316
5 series,2021,middle east,red,diesel,automatic,4.0,97853.0,1474
3 series,2010,africa,red,diesel,automatic,4.1,105114.0,8248
i8,2010,asia,white,electric,automatic,2.1,59940.0,9535
7 series,2022,africa,black,diesel,automatic,4.1,95164.0,9770
x6,2012,europe,black,diesel,automatic,3.9,67268.0,1689
i8,2020,africa,white,electric,manual,1.5,107597.0,7217
m5,2014,europe,silver,diesel,automatic,1.7,44431.0,7143
3 series,2021,south america,white,hybrid,manual,3.8,33634.0,1187
x5,2012,middle east,white,diesel,automatic,2.8,88294.0,9092
x6,2010,south america,silver,petrol,manual,2.0,43547.0,6936
x5,2010,asia,black,diesel,manual,1.7,61697.0,9927
i3,2017,asia,black,electric,manual,2.1,83062.0,4684
x3,2019,europe,red,petrol,manual,4.9,32033.0,7801
m5,2020,europe,grey,hybrid,automatic,4.0,98363.0,9468
x6,2021,europe,blue,hybrid,automatic,3.3,80549.0,5976
m5,2022,south america,white,petrol,manual,4.8,101717.0,8168
x6,2022,north america,white,hybrid,automatic,3.7,36829.0,7453
x6,2021,south america,silver,electric,automatic,4.0,58399.0,1110
7 series,2024,north america,blue,diesel,manual,2.5,94328.0,9831
i3,2023,north america,blue,electric,manual,3.6,104168.0,1755
i3,2011,middle east,blue,petrol,automatic,2.0,82166.0,8969
i8,2022,asia,white,diesel,manual,2.9,61129.0,1923
5 series,2012,asia,blue,petrol,automatic,1.6,53341.0,3208
i3,2011,north america,red,diesel,manual,2.3,90524.0,9651
x5,2012,north america,red,hybrid,automatic,1.8,119903.0,3241
x3,2016,asia,grey,diesel,automatic,2.9,97089.0,4428
x1,2010,middle east,grey,diesel,manual,4.5,107374.0,6025
x3,2019,south america,white,hybrid,manual,2.8,68456.0,2003
3 series,2017,south america,black,electric,manual,4.4,45078.0,889
5 series,2022,north america,grey,hybrid,manual,3.8,78058.0,7928
x3,2019,africa,black,petrol,automatic,3.3,93953.0,3640
x1,2019,north america,blue,petrol,automatic,2.3,65133.0,7081
i8,2019,south america,white,petrol,automatic,4.7,31709.0,6458
m3,2023,europe,red,petrol,automatic,1.7,83009.0,215
x6,2011,asia,red,hybrid,automatic,3.9,116905.0,371
5 series,2012,north america,red,electric,automatic,3.7,39556.0,8864
x5,2018,south america,red,electric,manual,3.0,112830.0,2768
5 series,2016,asia,blue,petrol,automatic,2.3,113702.0,6803
7 series,2013,europe,grey,diesel,manual,3.0,80565.0,1887
m5,2019,europe,blue,petrol,automatic,4.6,114539.0,5359
7 series,2014,north america,red,hybrid,automatic,4.4,117738.0,6126
m5,2011,middle east,white,electric,manual,4.8,98458.0,5606
m5,2022,africa,grey,petrol,manual,2.6,108495.0,197
i3,2020,asia,black,electric,automatic,2.9,45778.0,4816
i3,2022,north america,white,petrol,automatic,1.6,94162.0,1830
5 series,2017,south america,white,petrol,automatic,4.8,53897.0,2299
i8,2013,asia,black,diesel,manual,2.7,46246.0,6281
x6,2018,europe,white,electric,manual,2.9,100635.0,6917
m3,2014,south america,red,petrol,manual,4.7,74783.0,9260
7 series,2022,north america,black,diesel,automatic,3.3,85017.0,9775
x5,2018,north america,silver,electric,manual,3.5,31497.0,5477
7 series,2013,north america,silver,petrol,automatic,2.1,35013.0,2042
x3,2019,africa,white,petrol,automatic,3.2,95330.0,1903
m3,2014,europe,red,petrol,automatic,4.7,75199.0,6032
5 series,2018,south america,white,petrol,manual,3.5,74599.0,370
7 series,2017,europe,silver,electric,manual,2.4,83021.0,4500
x3,2012,south america,silver,hybrid,manual,1.6,118641.0,6923
x1,2010,asia,red,diesel,manual,2.7,100180.0,8350
5 series,2012,south america,black,petrol,manual,3.5,44482.0,4875
x6,2013,south america,blue,electric,automatic,1.6,86584.0,5441
i3,2011,middle east,red,electric,manual,3.6,114475.0,5900
x1,2010,africa,white,hybrid,manual,3.3,94337.0,5174
7 series,2016,south america,black,petrol,manual,4.2,106356.0,7310
i8,2017,europe,white,petrol,automatic,1.6,56981.0,3345
5 series,2016,africa,silver,hybrid,manual,4.2,119557.0,9478
7 series,2023,middle east,grey,petrol,manual,3.3,107095.0,8621
m5,2014,middle east,white,diesel,automatic,2.8,103494.0,796
7 series,2021,middle east,grey,electric,automatic,4.9,109197.0,789
m3,2010,north america,grey,diesel,automatic,2.1,65837.0,8764
x5,2016,africa,black,electric,automatic,3.4,87403.0,4619
x6,2022,africa,silver,diesel,automatic,2.6,88249.0,4363
x5,2016,europe,grey,petrol,manual,3.3,65419.0,3585
m3,2018,middle east,blue,diesel,manual,3.4,41677.0,8811
i3,2012,south america,grey,petrol,manual,1.8,61076.0,6824
x3,2018,north america,black,diesel,automatic,3.8,95134.0,1389
3 series,2023,middle east,silver,hybrid,manual,3.7,62329.0,2827
m3,2010,south america,grey,electric,automatic,4.2,72000.0,7780
3 series,2010,north america,black,diesel,automatic,1.8,45092.0,6364
m3,2023,north america,black,hybrid,manual,2.5,102305.0,3627
x1,2013,africa,red,diesel,automatic,3.8,91146.0,1446
7 series,2018,middle east,white,diesel,automatic,2.0,46357.0,8466
3 series,2015,europe,grey,hybrid,automatic,3.9,86015.0,2231
7 series,2022,africa,silver,electric,automatic,1.7,61089.0,3003
3 series,2020,north america,white,hybrid,automatic,2.7,46581.0,2345
x3,2012,middle east,white,diesel,manual,4.5,90928.0,9037
5 series,2010,europe,silver,petrol,manual,4.2,105608.0,8257
x3,2013,north america,red,electric,automatic,3.8,111712.0,4882
x3,2021,europe,white,hybrid,automatic,4.5,31296.0,8461
i3,2022,africa,grey,petrol,automatic,4.0,41040.0,9429
3 series,2018,north america,white,hybrid,automatic,3.3,76111.0,703
x6,2012,europe,grey,diesel,automatic,4.9,84285.0,5711
7 series,2021,asia,grey,petrol,automatic,3.9,118835.0,5134
x1,2018,africa,grey,hybrid,automatic,3.6,58221.0,3978
m5,2016,africa,red,electric,automatic,2.9,52744.0,4603
i3,2021,north america,silver,hybrid,automatic,4.7,87082.0,5177
x6,2023,north america,white,electric,automatic,2.5,104125.0,2212
x3,2024,africa,blue,hybrid,manual,1.5,111418.0,3378
x6,2013,asia,silver,petrol,automatic,2.2,100299.0,3667
m3,2012,south america,silver,hybrid,automatic,1.9,53111.0,9739
3 series,2019,africa,blue,diesel,manual,2.6,82381.0,8241
x5,2024,south america,blue,electric,automatic,4.4,114283.0,3120
7 series,2014,africa,grey,diesel,automatic,3.8,96987.0,4362
i3,2014,africa,black,diesel,manual,2.1,38101.0,874
x1,2012,europe,grey,petrol,automatic,4.3,38185.0,9361
7 series,2021,south america,blue,electric,manual,3.3,60159.0,592
m5,2018,asia,white,petrol,automatic,3.3,63716.0,1871
x6,2013,asia,black,electric,automatic,2.8,95762.0,978
3 series,2020,south america,silver,diesel,manual,4.5,98873.0,9264
x5,2014,europe,silver,petrol,automatic,2.6,57668.0,2823
i3,2013,north america,grey,petrol,automatic,1.8,80525.0,6481
